attention_mask,input_ids,token_type_ids
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3295, 671, 2428, 3221, 3297, 1599, 3614, 4638, 4510, 6228, 1196, 6434, 1678, 1678, 3297, 4007, 2692, 4638, 3221, 5310, 2229, 4692, 6821, 702, 4510, 6228, 1196, 4638, 3198, 952, 2496, 3198, 3300, 1526, 4638, 4921, 7027, 1517, 1568, 1416, 511, 511, 511, 1506, 1506, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4638, 2207, 4706, 4868, 679, 4507, 5632, 712, 4638, 697, 702, 782, 4638, 1909, 1921, 3297, 1400, 122, 1146, 7164, 3221, 3146, 702, 3125, 752, 3297, 5401, 714, 4638, 6956, 1146, 5010, 4708, 1431, 4708, 7553, 4708, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1762, 3673, 4997, 2399, 3175, 7481, 738, 3221, 6037, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1962, 1173, 4080, 8024, 3297, 1400, 671, 702, 3125, 752, 4638, 6134, 4385, 2797, 3791, 5042, 4684, 4868, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3457, 2682, 6929, 720, 6818, 8024, 1316, 5375, 726, 1235, 3698, 8024, 2792, 809, 679, 1587, 5445, 5303, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4692, 4638, 3221, 702, 3698, 3702, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6631, 4263, 4692, 172, 172, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5401, 1962, 4638, 2697, 1220, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3315, 4275, 4162, 1168, 3187, 7444, 2571, 6822, 6225, 4692, 8024, 1372, 2512, 6397, 2218, 1962, 8038, 8184, 131, 120, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1728, 3362, 2845, 2418, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 779, 782, 4638, 4130, 7789, 679, 2703, 4895, 1343, 8024, 924, 2844, 4708, 5314, 3833, 4708, 4638, 782, 809, 1220, 1213, 8024, 2697, 1220, 4638, 1526, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 671, 5401, 1469, 6963, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2496, 749, 1724, 2399, 4638, 683, 689, 5314, 2802, 758, 3215, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1922, 5016, 1394, 2769, 4638, 1366, 1456, 749, 6631, 6614, 106, 106, 106, 2361, 3307, 809, 1400, 6820, 3300, 6821, 720, 1962, 4692, 4638, 1220, 4514, 4275, 4510, 2512, 511, 511, 511, 2372, 677, 872, 4638, 2207, 3301, 1351, 6225, 4692, 1521, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4997, 2399, 2582, 720, 5543, 679, 5314, 758, 3215, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 7478, 2382, 1599, 3614, 6821, 6956, 4275, 2094, 8024, 1196, 2658, 5165, 1122, 511, 2130, 5401, 1086, 4385, 1333, 5865, 4035, 4514, 4638, 2697, 6230, 100, 100, 3683, 3121, 5356, 4638, 3189, 1196, 7027, 2828, 1398, 2562, 2658, 5688, 1962, 1914, 1568, 172, 2215, 1071, 1599, 3614, 6028, 5130, 2360, 8024, 4028, 3833, 749, 511, 6929, 702, 1557, 172, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 809, 1184, 2207, 3198, 952, 4692, 6814, 671, 3315, 3791, 1744, 4997, 6413, 7027, 7481, 2218, 3300, 6821, 702, 3125, 752, 8024, 6929, 3198, 952, 2798, 2207, 2110, 8024, 3418, 3315, 4692, 679, 2743, 8024, 1372, 4761, 6887, 1062, 712, 3297, 1400, 2600, 3221, 5543, 1469, 4374, 2094, 1762, 671, 6629, 511, 791, 1921, 8133, 2259, 4692, 749, 6821, 6956, 4510, 2512, 2190, 6821, 702, 3125, 752, 3300, 749, 4638, 6371, 6399, 8024, 2124, 1440, 6401, 2769, 784, 720, 1450, 8024, 4263, 5543, 2773, 5526, 686, 7313, 671, 1147, 8024, 4263, 3221, 8024, 4263, 3221, 5314, 750, 8024, 4263, 3221, 1938, 4346, 8024, 4263, 3221, 1259, 2159, 8024, 4263, 3221, 8024, 6564, 2209, 679, 6389, 1762, 1525, 7027, 679, 6389, 6577, 4956, 6963, 3221, 1062, 712, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 12197, 11689, 9384, 8165, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1469, 1920, 1914, 3144, 1744, 772, 2607, 2587, 4275, 671, 3416, 8024, 7674, 1044, 3221, 5507, 2137, 3766, 7787, 8024, 1071, 3613, 3221, 671, 1963, 3188, 2518, 4638, 4162, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1392, 855, 3301, 1351, 812, 2571, 3341, 1741, 6225, 1416, 106, 6628, 5165, 3341, 4692, 678, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4692, 6814, 3187, 3144, 6881, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6820, 2682, 1086, 4692, 671, 6881, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 1920, 1235, 1894, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4692, 6814, 4638, 3297, 1962, 4638, 4510, 6228, 1196, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4692, 1400, 6820, 2682, 1086, 4692, 671, 3613, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1506, 1506, 102]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 679, 7315, 8024, 4692, 4638, 782, 1036, 2593, 3647, 749, 511, 1392, 4905, 3266, 4850, 5303, 754, 1762, 3297, 1400, 2768, 1216, 1673, 677, 749, 511, 8080, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5318, 749, 102]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1506, 1506, 1506, 1506, 1506, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2571, 6822, 749, 8113, 1146, 7164, 6825, 2571, 6822, 6963, 2750, 2533, 4692, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2864, 6821, 3416, 4638, 4275, 2094, 738, 1377, 809, 5050, 3221, 671, 4905, 4415, 2682, 1416, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3300, 671, 4905, 4263, 1373, 5023, 2521, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 856, 754, 758, 3215, 2190, 679, 6629, 7564, 5050, 1409, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 677, 3216, 136, 102]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1962, 1599, 3614, 1962, 1599, 3614, 1963, 3362, 1762, 4510, 2512, 7368, 4692, 3126, 3362, 2418, 6421, 3291, 1962, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5846, 5846, 1515, 4997, 2399, 4638, 2697, 6230, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3300, 4157, 1225, 2562, 4275, 4638, 2697, 6230, 8024, 2215, 1071, 3221, 4692, 1168, 4294, 1091, 800, 4638, 2797, 4638, 6929, 2391, 8024, 1921, 6602, 116, 4178, 2658, 116, 1222, 1213, 8024, 2582, 720, 679, 833, 3300, 2458, 1912, 2899, 4638, 782, 4495, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2207, 4635, 1358, 102]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 7478, 2382, 6614, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 9487, 8139, 1469, 6820, 4294, 2692, 2828, 3300, 3377, 1333, 2300, 4638, 6956, 1146, 1198, 678, 3341, 2902, 7415, 2894, 2970, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3615, 6605, 2597, 782, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3300, 2692, 2590, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3187, 5464, 4692, 6821, 702, 2233, 4197, 671, 7415, 4692, 2130, 749, 2769, 5543, 5314, 126, 3215, 1408, 1071, 2141, 3050, 2458, 2207, 6432, 2769, 6230, 2533, 4028, 1447, 812, 6820, 3221, 4028, 4638, 7478, 2382, 1168, 855, 4638, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3719, 6823, 3221, 2769, 2552, 4680, 704, 1378, 1196, 4638, 2330, 2292, 3766, 3300, 722, 671, 4638, 116, 116, 4638, 4275, 1928, 3289, 1066, 1398, 2768, 2218, 749, 6821, 6956, 5307, 1073, 722, 2792, 809, 671, 4684, 679, 1353, 2697, 1920, 161, 2523, 1920, 4923, 2428, 1728, 711, 1961, 4028, 749, 2769, 2208, 1957, 3198, 807, 3297, 4263, 697, 6956, 4035, 4514, 4638, 1957, 712, 1469, 6006, 4197, 6448, 679, 677, 2768, 1216, 738, 6375, 782, 6890, 2742, 6821, 720, 1139, 2506, 4638, 6235, 5682, 5303, 4955, 6820, 3221, 6416, 7025, 4638, 679, 1916, 1359, 2578, 1469, 3623, 3172, 2419, 7027, 2769, 4263, 6821, 702, 3125, 752, 7946, 3266, 1316, 1045, 3209, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4994, 4197, 3946, 2658, 749, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 7478, 2382, 3614, 727, 8024, 852, 3221, 8024, 1196, 3315, 6821, 3416, 8024, 4696, 4638, 679, 833, 1469, 4638, 1352, 7028, 4868, 136, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5736, 8024, 2798, 3221, 782, 4495, 8039, 4578, 8024, 2798, 3221, 5307, 1325, 8039, 5168, 8024, 2798, 3221, 2339, 868, 8039, 1359, 8024, 2798, 3221, 1462, 6817, 8039, 2556, 8024, 2798, 3221, 8039, 2159, 8024, 2798, 3221, 3255, 2716, 8039, 7474, 8024, 2798, 3221, 8039, 5650, 8024, 2798, 3221, 2533, 1168, 8039, 976, 8024, 2798, 3221, 2881, 3300, 511, 3219, 1921, 8024, 8039, 791, 1921, 8024, 4522, 4708, 8039, 3209, 1921, 8024, 751, 1357, 8039, 2190, 4638, 8024, 1780, 2898, 8039, 7231, 4638, 8024, 3123, 2461, 511, 1086, 831, 4899, 4638, 782, 8024, 738, 833, 3300, 782, 2190, 1071, 8039, 4638, 782, 4495, 8024, 738, 833, 3300, 782, 2199, 1071, 4495, 1462, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1796, 1769, 102]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2207, 3198, 952, 4638, 3297, 4263, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1961, 679, 3221, 679, 2743, 840, 4415, 6887, 2548, 8024, 1316, 4500, 671, 4905, 1921, 4696, 4638, 3123, 5288, 5632, 2346, 8024, 1765, 3300, 763, 3187, 5459, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3683, 6381, 2554, 704, 6820, 1962, 4692, 678, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5554, 3655, 5106, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2207, 3198, 952, 4263, 4692, 8024, 4385, 1762, 1348, 2682, 4692, 671, 6881, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4129, 5682, 4510, 2512, 8024, 1557, 8024, 872, 4638, 4125, 749, 1400, 8024, 2218, 2347, 1355, 4385, 872, 2590, 2682, 722, 2597, 511, 6821, 3613, 1348, 6375, 2769, 749, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6814, 4614, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
